section,title,url,pdf_path,status,erro
Gerar Log XML TOTVS MES - cplogxml,Processamento de Pendência - CP0421,https://tdn.totvs.com.br/pages/releaseview.action?pageId=568927680,PDFs_TDN\Gerar Log XML TOTVS MES - cplogxml\Processamento de Pendência - CP0421 - Linha Datasul - TDN.pdf,OK,
Reporte da Produção - MCP,Importação de Reportes por Ordem de Produção - CP0608,https://tdn.totvs.com.br/pages/releaseview.action?pageId=254609680,PDFs_TDN\Reporte da Produção - MCP\Importação de Reportes por Ordem de Produção - CP0608 - Linha Datasul - TDN.pdf,OK,
Reporte da Produção - MCP,Importação do Reporte por Operação - CP0610,https://tdn.totvs.com.br/pages/releaseview.action?pageId=255756483,PDFs_TDN\Reporte da Produção - MCP\Importação do Reporte por Operação - CP0610 - Linha Datasul - TDN.pdf,OK,
Reporte da Produção - MCP,Monitoramento Transações Batch - CP0332,https://tdn.totvs.com.br/pages/releaseview.action?pageId=254609176,PDFs_TDN\Reporte da Produção - MCP\Monitoramento Transações Batch - CP0332 - Linha Datasul - TDN.pdf,OK,
Reporte da Produção - MCP,Reporte de Produção da Ordem de Produção - CP0311,https://tdn.totvs.com.br/pages/releaseview.action?pageId=382559495,PDFs_TDN\Reporte da Produção - MCP\3369607 DMANFACTORY01-3363 DT CP0311 - LOCK tabela configur CP0311 - Linha Datasul - TDN.pdf,OK,
Reporte da Produção - MCP,Reporte de Produção do Item - CP0324,https://tdn.totvs.com.br/pages/releaseview.action?pageId=248579208,PDFs_TDN\Reporte da Produção - MCP\Reporte de Produção do Item - CP0324 - Linha Datasul - TDN.pdf,OK,
Reporte da Produção - MCP,Reporte Produção por Operação - CP0320,https://tdn.totvs.com.br/pages/releaseview.action?pageId=244916390,PDFs_TDN\Reporte da Produção - MCP\Reporte Produção por Operação - CP0320 - Linha Datasul - TDN.pdf,OK,
Reporte da Produção - MCP,Reporte Produção por Ponto de Controle - CP0321,https://tdn.totvs.com.br/pages/releaseview.action?pageId=244914623,PDFs_TDN\Reporte da Produção - MCP\Reporte Produção por Ponto de Controle - CP0321 - Linha Datasul - TDN.pdf,OK,
Estorno da Produção - MCP,Estorno do Reporte da Produção - CP0313,https://tdn.totvs.com.br/pages/releaseview.action?pageId=255756931,PDFs_TDN\Estorno da Produção - MCP\Estorno do Reporte da Produção - CP0313 - Linha Datasul - TDN.pdf,OK,
Estorno da Produção - MCP,Estorno Reporte Item - CP0326,https://tdn.totvs.com.br/pages/releaseview.action?pageId=255757012,PDFs_TDN\Estorno da Produção - MCP\Estorno Reporte Item - CP0326 - Linha Datasul - TDN.pdf,OK,
Desmontagem de Itens - MCP,Desmontagem de Itens - CP0318,https://tdn.totvs.com.br/pages/releaseview.action?pageId=255757202,PDFs_TDN\Desmontagem de Itens - MCP\Desmontagem de Itens - CP0318 - Linha Datasul - TDN.pdf,OK,
Simulação para Produção - MCP,Simulação Reporte Produção - CP0515,https://tdn.totvs.com.br/pages/releaseview.action?pageId=256312039,PDFs_TDN\Simulação para Produção - MCP\Simulação Reporte Produção - CP0515 - Linha Datasul - TDN.pdf,OK,
Informações Específicas da Produção Discreta por Encomenda - MCP,Emissão de Requisições Complementares - CP0312,https://tdn.totvs.com.br/pages/releaseview.action?pageId=265783619,PDFs_TDN\Informações Específicas da Produção Discreta por Encomenda - MCP\Emissão de Requisições Complementares - CP0312 - Linha Datasul - TDN.pdf,OK,
Informações Específicas da Produção Discreta por Encomenda - MCP,Emissão de Requisições de Material - CP0306,https://tdn.totvs.com.br/pages/releaseview.action?pageId=265783486,PDFs_TDN\Informações Específicas da Produção Discreta por Encomenda - MCP\Emissão de Requisições de Material - CP0306 - Linha Datasul - TDN.pdf,OK,
Informações Específicas da Produção Discreta por Encomenda - MCP,Manutenção Requisição de Materiais - CP0309,https://tdn.totvs.com.br/pages/releaseview.action?pageId=745121203,PDFs_TDN\Informações Específicas da Produção Discreta por Encomenda - MCP\DT CP0309 Substituição Componentes OCX - Linha Datasul - TDN.pdf,OK,
Informações Específicas da Produção Discreta por Encomenda - MCP,Requisição em Campanha - CP0336,https://tdn.totvs.com.br/pages/releaseview.action?pageId=263192803,PDFs_TDN\Informações Específicas da Produção Discreta por Encomenda - MCP\Requisição em Campanha - CP0336 - Linha Datasul - TDN.pdf,OK,
Informações Específicas da Produção Discreta por Encomenda - MCP,Transferência de Materiais - CP0310,https://tdn.totvs.com.br/pages/releaseview.action?pageId=265782206,PDFs_TDN\Informações Específicas da Produção Discreta por Encomenda - MCP\Transferência de Materiais - CP0310 - Linha Datasul - TDN.pdf,OK,
Gerenciamento da Produção - MCP,Consulta Faltas Item - CP0514,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266963048,PDFs_TDN\Gerenciamento da Produção - MCP\Consulta Faltas Item - CP0514 - Linha Datasul - TDN.pdf,OK,
Gerenciamento da Produção - MCP,Consulta Quantidade Alocada Item - CP0512,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266964501,PDFs_TDN\Gerenciamento da Produção - MCP\Consulta Quantidade Alocada Item - CP0512 - Linha Datasul - TDN.pdf,OK,
Gerenciamento da Produção - MCP,Consulta Quantidade Alocada Ordem - CP0513,https://tdn.totvs.com.br/pages/releaseview.action?pageId=268597842,PDFs_TDN\Gerenciamento da Produção - MCP\Consulta Quantidade Alocada Ordem - CP0513 - Linha Datasul - TDN.pdf,OK,
Gerenciamento da Produção - MCP,Consulta Situação Operações Grupo Máquina - CP0518,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266963384,PDFs_TDN\Gerenciamento da Produção - MCP\Consulta Situação Operações Grupo Máquina - CP0518 - Linha Datasul - TDN.pdf,OK,
Gerenciamento da Produção - MCP,Consulta Situação Operações Ordem - CP0517,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266963170,PDFs_TDN\Gerenciamento da Produção - MCP\Consulta Situação Operações Ordem - CP0517 - Linha Datasul - TDN.pdf,OK,
Gerenciamento da Produção - MCP,Listagem Acompanhamento Operações - CPR011,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266964290,PDFs_TDN\Gerenciamento da Produção - MCP\Listagem Acompanhamento Operações - CPR011 - Linha Datasul - TDN.pdf,OK,
Gerenciamento da Produção - MCP,Listagem Movimento Reporte - CPR009,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266964861,PDFs_TDN\Gerenciamento da Produção - MCP\Listagem Movimento Reporte - CPR009 - Linha Datasul - TDN.pdf,OK,
Consultas - MCP,Consulta da Operação da Ordem de Produção - CP0510,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266970827,PDFs_TDN\Consultas - MCP\Consulta da Operação da Ordem de Produção - CP0510 - Linha Datasul - TDN.pdf,OK,
Consultas - MCP,Consulta da Rede Pert da Ordem de Produção - CP0516,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266973808,PDFs_TDN\Consultas - MCP\Consulta da Rede Pert da Ordem de Produção - CP0516 - Linha Datasul - TDN.pdf,OK,
Consultas - MCP,Consulta de Relacionamentos de Ordem - CP0507,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266970623,PDFs_TDN\Consultas - MCP\Consulta de Relacionamentos de Ordem - CP0507 - Linha Datasul - TDN.pdf,OK,
Consultas - MCP,Consulta Erros Reporte Assíncrono - CP0333,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266968098,PDFs_TDN\Consultas - MCP\Consulta Erros Reporte Assíncrono - CP0333 - Linha Datasul - TDN.pdf,OK,
Consultas - MCP,Consulta Estabelecimento - CP0505,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266969533,PDFs_TDN\Consultas - MCP\Consulta Estabelecimento - CP0505 - Linha Datasul - TDN.pdf,OK,
Consultas - MCP,Consulta Família Material - CP0502,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266969661,PDFs_TDN\Consultas - MCP\Consulta Família Material - CP0502 - Linha Datasul - TDN.pdf,OK,
Consultas - MCP,Consulta Item - CP0506,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266970297,PDFs_TDN\Consultas - MCP\Consulta Item - CP0506 - Linha Datasul - TDN.pdf,OK,
Consultas - MCP,Consulta Linha Produção - CP0503,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266969588,PDFs_TDN\Consultas - MCP\Consulta Linha Produção - CP0503 - Linha Datasul - TDN.pdf,OK,
Consultas - MCP,Consulta Movimento Material Operação - CP0519,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266977356,PDFs_TDN\Consultas - MCP\Consulta Movimento Material Operação - CP0519 - Linha Datasul - TDN.pdf,OK,
Consultas - MCP,Consulta Ordem de Produção por Data - CP0511,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266975055,PDFs_TDN\Consultas - MCP\Consulta Ordem de Produção por Data - CP0511 - Linha Datasul - TDN.pdf,OK,
Consultas - MCP,Consulta Ordens Produção Cliente - CP0520,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266968363,PDFs_TDN\Consultas - MCP\Consulta Ordens Produção Cliente - CP0520 - Linha Datasul - TDN.pdf,OK,
Consultas - MCP,Consulta Planejador - CP0501,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266968172,PDFs_TDN\Consultas - MCP\Consulta Planejador - CP0501 - Linha Datasul - TDN.pdf,OK,
Consultas - MCP,Consulta Requisição Sumarizada - CP0504,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266973943,PDFs_TDN\Consultas - MCP\Consulta Requisição Sumarizada - CP0504 - Linha Datasul - TDN.pdf,OK,
Consultas - MCP,Consulta Reservas Alocadas por Ordem - CP0538,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266974094,PDFs_TDN\Consultas - MCP\Consulta Reservas Alocadas por Ordem - CP0538 - Linha Datasul - TDN.pdf,OK,
Consultas - MCP,Consulta Reservas da Ordem - CP0508,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266970710,PDFs_TDN\Consultas - MCP\Consulta Reservas da Ordem - CP0508 - Linha Datasul - TDN.pdf,OK,
Consultas - MCP,Consulta Saldos Alocados por Item - CP0539,https://tdn.totvs.com.br/pages/releaseview.action?pageId=266974052,PDFs_TDN\Consultas - MCP\Consulta Saldos Alocados por Item - CP0539 - Linha Datasul - TDN.pdf,OK,
Consultas - MCP,Resumo Produção - FF_ResumoProducao,https://tdn.totvs.com.br/pages/releaseview.action?pageId=267783278,PDFs_TDN\Consultas - MCP\Resumo Produção - FF_ResumoProducao - Linha Datasul - TDN.pdf,OK,
Gerenciamento da Ordem de Produção - MCP,Alocação de Ordens de Produção - CP0315,https://tdn.totvs.com.br/pages/releaseview.action?pageId=244731420,PDFs_TDN\Gerenciamento da Ordem de Produção - MCP\Alocação de Ordens de Produção - CP0315 - Linha Datasul - TDN.pdf,OK,
Gerenciamento da Ordem de Produção - MCP,Alocação Ordens (Batch) - CP0330,https://tdn.totvs.com.br/pages/releaseview.action?pageId=244733407,PDFs_TDN\Gerenciamento da Ordem de Produção - MCP\Alocação Ordens (Batch) - CP0330 - Linha Datasul - TDN.pdf,OK,
Gerenciamento da Ordem de Produção - MCP,Distribuição Diferenças Saldo - CP0335,https://tdn.totvs.com.br/pages/releaseview.action?pageId=244741137,PDFs_TDN\Gerenciamento da Ordem de Produção - MCP\Distribuição Diferenças Saldo - CP0335 - Linha Datasul - TDN.pdf,OK,
Gerenciamento da Ordem de Produção - MCP,Eliminação Ordens / Reservas / Operações - CP0314,https://tdn.totvs.com.br/pages/releaseview.action?pageId=567747949,PDFs_TDN\Gerenciamento da Ordem de Produção - MCP\9526323 DLOGWMSDTS-4650 DT Performance CP0314 - Linha Datasul - TDN.pdf,OK,
Gerenciamento da Ordem de Produção - MCP,Emissão Ordens de Produção - CP0305,https://tdn.totvs.com.br/pages/releaseview.action?pageId=244729118,PDFs_TDN\Gerenciamento da Ordem de Produção - MCP\Emissão Ordens de Produção - CP0305 - Linha Datasul - TDN.pdf,OK,
Gerenciamento da Ordem de Produção - MCP,Emissão Requisições Complementares Sumarizadas - CP0308,https://tdn.totvs.com.br/pages/releaseview.action?pageId=244738175,PDFs_TDN\Gerenciamento da Ordem de Produção - MCP\Emissão Requisições Complementares Sumarizadas - CP0308 - Linha Datasul - TDN.pdf,OK,
Gerenciamento da Ordem de Produção - MCP,Emissão Requisições Sumarizadas - CP0307,https://tdn.totvs.com.br/pages/releaseview.action?pageId=244738018,PDFs_TDN\Gerenciamento da Ordem de Produção - MCP\Emissão Requisições Sumarizadas - CP0307 - Linha Datasul - TDN.pdf,OK,
Gerenciamento da Ordem de Produção - MCP,Liberação de Ordens de Produção - CP0329,https://tdn.totvs.com.br/pages/releaseview.action?pageId=244741267,PDFs_TDN\Gerenciamento da Ordem de Produção - MCP\Liberação de Ordens de Produção - CP0329 - Linha Datasul - TDN.pdf,OK,
Manutenção da Ordem de Produção – Pasta Split,Manutenção Sumarização Requisições - CP0317,https://tdn.totvs.com.br/pages/releaseview.action?pageId=244736996,PDFs_TDN\Manutenção da Ordem de Produção – Pasta Split\Manutenção Sumarização Requisições - CP0317 - Linha Datasul - TDN.pdf,OK,
Manutenção da Ordem de Produção – Pasta Split,Programação da Produção do Item - CP0325,https://tdn.totvs.com.br/pages/releaseview.action?pageId=244740443,PDFs_TDN\Manutenção da Ordem de Produção – Pasta Split\Programação da Produção do Item - CP0325 - Linha Datasul - TDN.pdf,OK,
Manutenção da Ordem de Produção – Pasta Split,Separação Ordens Produção - CP0316,https://tdn.totvs.com.br/pages/releaseview.action?pageId=244736338,PDFs_TDN\Manutenção da Ordem de Produção – Pasta Split\Separação Ordens Produção - CP0316 - Linha Datasul - TDN.pdf,OK,
Manutenção da Ordem de Produção – Pasta Split,Sumarização da Requisição - CP0304,https://tdn.totvs.com.br/pages/releaseview.action?pageId=244736895,PDFs_TDN\Manutenção da Ordem de Produção – Pasta Split\Sumarização da Requisição - CP0304 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Alocação de Itens - CPR007,https://tdn.totvs.com.br/pages/releaseview.action?pageId=267792767,PDFs_TDN\Relatórios - MCP\Alocação de Itens - CPR007 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Alocação Material Ordem - CPR008,https://tdn.totvs.com.br/pages/releaseview.action?pageId=267793107,PDFs_TDN\Relatórios - MCP\Alocação Material Ordem - CPR008 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Catálogo Controle Produção - CPR002,https://tdn.totvs.com.br/pages/releaseview.action?pageId=267791236,PDFs_TDN\Relatórios - MCP\Catálogo Controle Produção - CPR002 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Listagem Acompanhamento Operações - CP0414,https://tdn.totvs.com.br/pages/releaseview.action?pageId=273301259,PDFs_TDN\Relatórios - MCP\Listagem Acompanhamento Operações - CP0414 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Listagem da Rede Pert da Ordem - CPR010,https://tdn.totvs.com.br/pages/releaseview.action?pageId=267796275,PDFs_TDN\Relatórios - MCP\Listagem da Rede Pert da Ordem - CPR010 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Listagem de Faltas - CP0405,https://tdn.totvs.com.br/pages/releaseview.action?pageId=267794407,PDFs_TDN\Relatórios - MCP\Listagem de Faltas - CP0405 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Listagem Famílias - CPR001,https://tdn.totvs.com.br/pages/releaseview.action?pageId=267796197,PDFs_TDN\Relatórios - MCP\Listagem Famílias - CPR001 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Listagem Necessidades Itens Produção - CP0412,https://tdn.totvs.com.br/pages/releaseview.action?pageId=267790308,PDFs_TDN\Relatórios - MCP\Listagem Necessidades Itens Produção - CP0412 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Listagem Operações da Ordem - CP0419,https://tdn.totvs.com.br/pages/releaseview.action?pageId=268568376,PDFs_TDN\Relatórios - MCP\Listagem Operações da Ordem - CP0419 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Listagem Ordens Produção - CP0401,https://tdn.totvs.com.br/pages/releaseview.action?pageId=273300693,PDFs_TDN\Relatórios - MCP\Listagem Ordens Produção - CP0401 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Listagem Ordens Produção - CPR004,https://tdn.totvs.com.br/pages/releaseview.action?pageId=267791470,PDFs_TDN\Relatórios - MCP\Listagem Ordens Produção - CPR004 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Listagem Produção Período - CP0409,https://tdn.totvs.com.br/pages/releaseview.action?pageId=267789668,PDFs_TDN\Relatórios - MCP\Listagem Produção Período - CP0409 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Listagem Reservas em Aberto - CP0402,https://tdn.totvs.com.br/pages/releaseview.action?pageId=268567018,PDFs_TDN\Relatórios - MCP\Listagem Reservas em Aberto - CP0402 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Listagem Reservas em Aberto - CPR005,https://tdn.totvs.com.br/pages/releaseview.action?pageId=267791561,PDFs_TDN\Relatórios - MCP\Listagem Reservas em Aberto - CPR005 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Produção Itens Período - CP0415,https://tdn.totvs.com.br/pages/releaseview.action?pageId=267795499,PDFs_TDN\Relatórios - MCP\Produção Itens Período - CP0415 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Relatório Consumo Matéria Prima - CP0416,https://tdn.totvs.com.br/pages/releaseview.action?pageId=267796676,PDFs_TDN\Relatórios - MCP\Relatório Consumo Matéria Prima - CP0416 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Relatório de Reservas Alocadas por Ordem - CP0528,https://tdn.totvs.com.br/pages/releaseview.action?pageId=268567294,PDFs_TDN\Relatórios - MCP\Relatório de Reservas Alocadas por Ordem - CP0528 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Relatório de Saldos Alocados por Item - CP0529,https://tdn.totvs.com.br/pages/releaseview.action?pageId=267812232,PDFs_TDN\Relatórios - MCP\Relatório de Saldos Alocados por Item - CP0529 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Relatório Mensagens de Ação - CP0418,https://tdn.totvs.com.br/pages/releaseview.action?pageId=267789288,PDFs_TDN\Relatórios - MCP\Relatório Mensagens de Ação - CP0418 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Relatório Ordens de Produção - CP0303,https://tdn.totvs.com.br/pages/releaseview.action?pageId=268571278,PDFs_TDN\Relatórios - MCP\Relatório Ordens de Produção - CP0303 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Saldos Processo Requisições Sumarizadas - CP0411,https://tdn.totvs.com.br/pages/releaseview.action?pageId=267794664,PDFs_TDN\Relatórios - MCP\Saldos Processo Requisições Sumarizadas - CP0411 - Linha Datasul - TDN.pdf,OK,
Relatórios - MCP,Separação Material Requisição - CPR006,https://tdn.totvs.com.br/pages/releaseview.action?pageId=267791754,PDFs_TDN\Relatórios - MCP\Separação Material Requisição - CPR006 - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0001 - Mensagem 27.750 - Data DD/MM/YYYY inválida para o período XXX/YYYY.,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136426,PDFs_TDN\Acervo - MCP\DMCP0001 - Mensagem 27.750 - Data DD MM YYYY inválida para o período XXX YYYY. - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0004 - Como são calculados os tempos das operações na abertura da ordem?,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136428,PDFs_TDN\Acervo - MCP\DMCP0004 - Como são calculados os tempos das operações na abertura da ordem  - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0005 - Separação de ordens de produção,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136430,PDFs_TDN\Acervo - MCP\DMCP0005 - Separação de ordens de produção - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0007 - Por que as ordens de produção não são alocadas através do programa de Alocação Ordens (Batch)?,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136432,PDFs_TDN\Acervo - MCP\DMCP0007 - Por que as ordens de produção não são alocadas através do programa de Alocação Ordens (Batch)  - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0008 - Quais os tipos de alocação existentes?,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136434,PDFs_TDN\Acervo - MCP\DMCP0008 - Quais os tipos de alocação existentes  - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0009 - Alocação de itens alternativos,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136436,PDFs_TDN\Acervo - MCP\DMCP0009 - Alocação de itens alternativos - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0010 - Períodos da Produção,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136438,PDFs_TDN\Acervo - MCP\DMCP0010 - Períodos da Produção - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0011 - Geração de Reservas,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136440,PDFs_TDN\Acervo - MCP\DMCP0011 - Geração de Reservas - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0012 - Geração de Operações,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136445,PDFs_TDN\Acervo - MCP\DMCP0012 - Geração de Operações - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0013 - Variação de Requisição,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136449,PDFs_TDN\Acervo - MCP\DMCP0013 - Variação de Requisição - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0014 - Linhas de Produção,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136452,PDFs_TDN\Acervo - MCP\DMCP0014 - Linhas de Produção - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0015 - Geração de roteiros de inspeção,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136454,PDFs_TDN\Acervo - MCP\DMCP0015 - Geração de roteiros de inspeção - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0016 - Por que uma ordem de produção não é sumarizada?,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136456,PDFs_TDN\Acervo - MCP\DMCP0016 - Por que uma ordem de produção não é sumarizada  - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0017 - Reporte por campanha,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136458,PDFs_TDN\Acervo - MCP\DMCP0017 - Reporte por campanha - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,"*DMCP0018 - Mensagem ""2.211 - Conta com centro de custo não cadastrada"".",https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136460,PDFs_TDN\Acervo - MCP\DMCP0018 - Mensagem  2.211 - Conta com centro de custo não cadastrada . - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0019 - Por que os componentes da reserva não foram requisitados no reporte?,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136462,PDFs_TDN\Acervo - MCP\DMCP0019 - Por que os componentes da reserva não foram requisitados no reporte  - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,"*DMCP0020 - Mensagem ""56 Grupo de máquina x Estabelecimento inexistente"".",https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136464,PDFs_TDN\Acervo - MCP\DMCP0020 - Mensagem  56 Grupo de máquina x Estabelecimento inexistente . - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0021 - Quando o programa CP9060 - Causas Rejeição/Aprovação Condicional - é executado?,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136466,PDFs_TDN\Acervo - MCP\DMCP0021 - Quando o programa CP9060 - Causas Rejeição Aprovação Condicional - é executado  - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0023 - Quando o programa CP0311H - Impressão requisições - será executado?,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136468,PDFs_TDN\Acervo - MCP\DMCP0023 - Quando o programa CP0311H - Impressão requisições - será executado  - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0024 - Qual será o depósito de acabado sugerido no momento do reporte de produção?,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136470,PDFs_TDN\Acervo - MCP\DMCP0024 - Qual será o depósito de acabado sugerido no momento do reporte de produção  - Linha Datasul - TDN.pdf,OK,
Acervo - MCP,*DMCP0025 - Como é formado o campo Lote/Série sugerido no reporte de produção?,https://tdn.totvs.com.br/pages/releaseview.action?pageId=506136472,PDFs_TDN\Acervo - MCP\DMCP0025 - Como é formado o campo Lote Série sugerido no reporte de produção  - Linha Datasul - TDN.pdf,OK,
